Title,Artist,Price,Themes,Dimensions,Style,Description,Link,Image
Batman In Gold Armor,C.Moonheart,25.0,"['Batman', 'man', 'bat', 'dark', 'hero', 'nicht', 'gold', 'armor']",,Hyperrealism,"About this artwork: Classification, Techniques & Styles
                      Hyperrealism      Painting which expresses, by means of representation, external reality in a very realistic[...]",https://www.artmajeur.com/c-moonheart/en/artworks/16736017/batman-in-gold-armor,downloaded_images/16736017_noobfilter-batman-with-a-shining-sci-fi-heavy-black-silver-armo-bcb21b2d-36cd-40bc-8ef5-28c453f8e3ae.jpg
Le Prisonnier,Patrice Couepel,25.0,"['homme libre', 'N° 6', 'George Markstein', 'Patrick McGoohan']",,Pop Art,"N° 6 ! Je ne suis pas un numéro, je suis un homme libre.   
Série télévisée britannique, créée par l'écrivain et ancien agent des services secrets George Markstein et Patrick McGoohan, acteur principal,

                
                    About this artwork: Classification, Techniques[...]",https://www.artmajeur.com/patrice-couepel/en/artworks/9652138/le-prisonnier,downloaded_images/9652138_le-prisonnier-net.jpg
L'amazone,Johann Kementaris,320.17,[],60x40 cm,Hyperrealism,"L'amazone ©Kementaris

                
                    About this artwork: Classification, Techniques & Styles
                      Photo Montage       Assembly of photographs obtained by printing, or by means[...]",https://www.artmajeur.com/johann-kementaris/en/artworks/9045205/l-amazone,downloaded_images/9045205_128.jpg
Série Ondes # 2,Sandrine M-,,['street art'],,Street Art,"Impression artisanale sur bois / Résine et encres / Dimensions : 20 x 20 cm

                
                    About this artwork: Classification, Techniques & Styles
                      Other      Other[...]",https://www.artmajeur.com/sandrine-m/en/artworks/7773235/serie-ondes-2,downloaded_images/7773235_7773235-dsc-0001.jpg
Antartida,Esdras Oliveira,7717.97,[],100x75 cm,Abstract,"About this artwork: Classification, Techniques & Styles
                      Digital Painting      Technique carried out using digital tools using a computer, a graphic tablet, a stylus[...]",https://www.artmajeur.com/esdrasoliveira/en/artworks/16949254/antartida,downloaded_images/16949254_antartida.jpg
Some Kind Of Butterfly,Ksenia Loginovskikh,42.0,"['abstract', 'digital', 'neon', 'psychedelic', 'surreal', 'cosmic', 'blue', 'greemint', 'purple', 'space', 'mental health', 'trippy', 'acid', 'vaporwave', 'gradient', 'escapism', 'luminous', 'y3k']",,Expressionism,"Art created in Digital technique using a graphic tablet, a stylus and software, sometimes using my own finger. 
All my works are dedicated to loneliness of a human in Space and endless possibilities of Mind and Consciusness…

                
                    About this artwork: Classification,[...]",https://www.artmajeur.com/ksenia-loginovskikh/en/artworks/17678308/some-kind-of-butterfly,downloaded_images/17678308_4.jpg
Gazing With Butterfly,Arija Paikule,42.0,"['man', 'eyes', 'portrait', 'butterfly', 'human', 'abstract', 'looking', 'looking eyes', 'gaze', 'gazing']",,Surrealism,"Digital art with artist's signature.

                
                    About this artwork: Classification, Techniques & Styles
                      Surrealism      Founded in 1923 by the writer André Breton, it[...]",https://www.artmajeur.com/arija-paikule/en/artworks/17803675/gazing-with-butterfly,downloaded_images/17803675_face-shapes.jpg
Marilyn,Mona Dia,25.0,[],,Figurative,"Marilyn Monroe ist eine faszinierende Person. Sie ist Popikone. Sie ist eine Figur, die für die verschiedensten Projektionen zur Verfügung steht. Es gibt Dokus, die den Menschen näher zeigen und mich betroffen machen. Nach einer Bleistiftzeichnung von mir habe ich das Bild digital bearbeitet und biete es als Lizens an.",https://www.artmajeur.com/mona-dia/en/artworks/16423021/marilyn-orange,downloaded_images/16423021_4d32de1c-51c2-4df8-9b7c-f0abb74c0a5c.jpg
The Women,Yusuf Buğra Özkur,,[],,Outsider Art,"About this artwork: Classification, Techniques & Styles
                      Digital Painting      Technique carried out using digital tools using a computer, a graphic tablet, a stylus[...]",https://www.artmajeur.com/yusuf-bugra-ozkur-9563937/en/artworks/16561216/the-women,downloaded_images/16561216_dall-e-2022-12-10-17-47-24.jpg
L’art De Se Dire Au Revoir,Romane Quesney,,"['art numerique', 'art', 'impressionisme']",,Conceptual Art,"About this artwork: Classification, Techniques & Styles
                      Digital Painting      Technique carried out using digital tools using a computer, a graphic tablet, a stylus[...]",https://www.artmajeur.com/romane-quesney/en/artworks/16115650/l-art-de-se-dire-au-revoir,downloaded_images/16115650_19ba6de4-34d0-47e8-ada0-152ee49e1c38.jpg
Em Filinha,Pedro O,47.0,[],,,"Seguir em filinha pela rua

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art[...]",https://www.artmajeur.com/pedro-o/en/artworks/16559179/em-filinha,downloaded_images/16559179_01-66.jpg
Mademoiselle Flafla.jpg,Solange Gautier,52.0,"['flamenco', 'humour', 'danse', 'fleur', 'tulipe', 'gravure', 'illustration', 'vintage']",,Surrealism,"danseuse de Flamenco

                
                    About this artwork: Classification, Techniques & Styles
                      Surrealism      Founded in 1923 by the writer André Breton, it will unite many artists[...]",https://www.artmajeur.com/gautier-solange/en/artworks/12095552/mademoiselle-flafla-jpg,downloaded_images/12095552_mademoiselle-flafla.jpg
Expedition Into Infinity: Astronaut Girl,Pavel Apilat,52.0,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/frimennt/en/artworks/17406190/expedition-into-infinity-astronaut-girl,downloaded_images/17406190_a-beautiful-girl-in-a-spacesuit-with-colored-bal-23.jpg
Lady In A Sea,Morgan De Quivilic,443.73,"['mer', 'baignade']",90x90 cm,Impressionism,"photomontage format et support suivant demande

                
                    About this artwork: Classification, Techniques & Styles
                      Digital Painting      Technique carried out using digital[...]",https://www.artmajeur.com/mirgan/en/artworks/9162607/lady-in-a-sea,downloaded_images/9162607_etrangere.jpg
Rug Design,Noorul-Designer,,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/noorul-ansari/en/artworks/9090421/rug-design,downloaded_images/9090421_01-visualization.jpg
Brainwaves,André Bazinet,,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/andrebazinet/en/artworks/7283764/brainwaves,downloaded_images/7283764_no8-v3.jpg
Spatule Blanche 2,Angèle Marani,47.0,"['OISEAU', 'SPATULE', 'NATURE', 'SAUVAGE', 'ANIMAUX SAUVAGES', 'NOIR', 'FOND NOIR']",,Hyperrealism,"Artiste photographe française, passionnée par la nature et le sauvage, la photographie animalière et de nature lui permet de capter les sujets et les sublimer afin qu’ils deviennent éternels. 
 
Dotée de 25 ans d’expérience en photographie, lauréate de plusieurs concours dont une exposition au festival international de la photographie animalière[...]",https://www.artmajeur.com/angele-marani/en/artworks/17839429/spatule-blanche-2,downloaded_images/17839429_sans-titre-70.jpg
On The Air,Xar,25.0,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/xar0/en/artworks/16525315/on-the-air,downloaded_images/16525315_fdbf0c41-c0cf-4758-b3ab-74bea230f663.jpg
Diverso,Marea Pantone,29.0,"['original', 'unico', 'expresivo', 'elegante', 'armonia', 'equilibrio', 'detalle', 'cultura', 'arte digital', 'urbano', 'afro', 'combinacion', 'asiatico']",,Surrealism,"La pintura digital es una fascinante combinación de estilos que fusiona el arte afroamericano con la cultura asiática. La pieza es una maravillosa mezcla de colores,  que se combinan para crear una composición emocionante y equilibrada. Los personajes únicos que aparecen en la pintura están representados con una gran precisión y detalle, y su integración[...]",https://www.artmajeur.com/marea-pantone/en/artworks/16796233/diverso,downloaded_images/16796233_diverso-mp.jpg
Success (Digital),Mach-One,75.45,"['Ariana Grande', 'celebrity', 'pop star', 'popart', 'urbanart', 'music']",,Pop Art,"This is a fully digital Vector RECREATION of the machOne Original painting ‘Success’ in a unique colour palette.  
 
22nd May 2017 saw what I always felt was an attack on innocents, The Ariana Grande Manchester Bomb… the whole ‘WeLoveMCR’ thing never felt right to me, it wasn’t Manchester that was attacked, it was the kids.  
A good[...]",https://www.artmajeur.com/mach-one/en/artworks/16980767/success-digital,downloaded_images/16980767_74381a79-0f12-4030-b78d-2a4d5a1ec741.jpg
Balance Mason,Teri_durmes,25.0,[],,Abstract,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/teridurmes/en/artworks/17396986/balance-mason,downloaded_images/17396986_leonardo-diffusion-xl-esoteric-symbol-3.jpg
Ciepły Dzień,Agnieszka Jurkiewicz,25.0,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/agnieszka-jurkiewicz/en/artworks/17938300/cieply-dzien,downloaded_images/17938300_untitled129-20240528183355.jpg
Gorgones - À La Manière De Van Gogh,Patrick Nguyen,82.0,['impressionnisme'],,Impressionism,"Avec l'avènement du numérique, il existe une multitude d’applications permettant d’embellir des images photographiques, de leur appliquer un filtre ou de les transformer en utilisant le style de célèbres peintres. 
 
Tous les styles ne rendent pas forcément bien avec chaque photo. 
 
Pour cette photo, j'ai choisi le style[...]",https://www.artmajeur.com/patrick-nguyen/en/artworks/17361028/gorgones-a-la-maniere-de-van-gogh,downloaded_images/17361028_r0017484-gorgones-mer-rouge-van-gogh-light.jpg
Mikonos,Antonio Saraiva,27.0,"['mykonos', 'digital', 'art']",,Expressionism,"This image illustrates a small note and the subtle lightness contained in the Mediterranean colors and tones of the island of Myconos in Greece, a true oasis in the troubled world we live in.

                
                    About this artwork: Classification, Techniques & Styles[...]",https://www.artmajeur.com/carlos-saraiva/en/artworks/16697041/mikonos,downloaded_images/16697041_image3a27484-mirror-optimized.jpg
Cry,Youri Chasov,25.0,[],,Figurative,"Facial image conveying emotions...

                
                    About this artwork: Classification, Techniques & Styles
                      Figurative      Figurative and colorful painting having taken the liberty[...]",https://www.artmajeur.com/youri-chasov/en/artworks/17208916/cry,downloaded_images/17208916_cry-youri-chasov-digital-painting.jpg
Ave Fenix,Rasec Cortes,25.0,"['tribu', 'nativ', 'colombia', 'ave fenix']",,Conceptual Art,"arte digital , cuero sintetico, soporte madera

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts   [...]",https://www.artmajeur.com/rasec-cortes/en/artworks/15804724/ave-fenix,downloaded_images/15804724_tribu-2.jpg
La Question Du Temps 2,Hugues Elbe,28.0,['marqueurs du temps'],,Profil féminin,"Profil féminin et marqueurs du temps

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital[...]",https://www.artmajeur.com/hugues-elbe/en/artworks/17473156/la-question-du-temps-2,downloaded_images/17473156_2308-tem-230805a3.jpg
