Title,Artist,Price,Description,Dimensions,Style,Link,Image Path
356208793 10093578044000756 4204917129364416444 n (1),Shari Blackwell,,356208793 10093578044000756 4204917129364416444 n (1) by Shari Blackwell,,Modern art,"https://anasaea.com/viewArtPiece/r8auYApkRB6w2JRg4
",downloaded_images/r8auYApkRB6w2JRg4_pic1024.jpeg
Breeze,Yasin Rehmani,$100,Breeze  by Yasin Rehmani,"Height 18cm, Width 36cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/kDXdk7NEzvd97iXSX
",downloaded_images/kDXdk7NEzvd97iXSX_pic1024.jpeg
Planet 10,MICHEL GUY,$999,Planet 10 by MICHEL GUY,"Height 84cm, Width 60cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/b83fYrtDDPi6WN8AK
",downloaded_images/b83fYrtDDPi6WN8AK_pic1024.jpeg
Slow,Pris Kwok,$800,Slow by Pris Kwok,,Abstract expressionism,"https://anasaea.com/viewArtPiece/tJ54HALXp3JwFYsFW
",downloaded_images/tJ54HALXp3JwFYsFW_pic1024.jpeg
Nourish,L.A. Moor,$99873,"“I am nourishment for my dreams.” 

“Nourish” represents the nurturing energy necessary to grow your dreams into reality. This painting is a reminder to nourish your dreams with positive thoughts, high vibrations, and inspired actions. Just as sunlight and water nourish a tree, your positive energy nourishes your dreams, helping them manifest into your physical reality. 

9 prints of this size, each comes with numbered Certificate of Authenticity.

Mount border size:  top 0.9 inches; bottom 0.9 inches; 0.6 inches left; 0.6 inches right.

Each print comes with a choice of frame: Oak, Black, and White 

You may order directly from www.lamoorart.com","Height 70cm, Width 100cm",Post-Impressionism,"https://anasaea.com/viewArtPiece/GmtNxquhcQscAfmkS
",downloaded_images/GmtNxquhcQscAfmkS_pic1024.jpeg
Hey cool,Victor Isiguzo,$100,Hey cool by Victor Isiguzo,,Modern art,"https://anasaea.com/viewArtPiece/gPmdh8tPHE7GzrS23
",downloaded_images/gPmdh8tPHE7GzrS23_pic1024.jpeg
Untitled 2f,rita sacco,E AVAILABLE ON REQUEST,Untitled 2f by rita sacco,"Height 60cm, Width 100cm",Geometric abstraction,"https://anasaea.com/viewArtPiece/FWNFvxqbnBiFSjz7q
",downloaded_images/FWNFvxqbnBiFSjz7q_pic1024.jpeg
AfriCOBRA Echoes: Collage Tribute to the Black Arts Movement,Kenn Williams,$50,"Immerse yourself in the vibrant tapestry of the ""AfriCOBRA Echoes"" collage, a powerful tribute to the Black Arts Movement that reverberates with the distinctive style of the AfriCOBRA collective. This artwork is a visual journey through a pivotal era in history, where images and text converge to celebrate the cultural revolution ignited by the movement.

The collage is a dynamic amalgamation of imagery and words, encapsulating the spirit of unity, pride, and creativity that defined the Black Arts Movement. Each element is thoughtfully curated to echo the vibrant aesthetics of AfriCOBRA, bringing together bold colors, geometric patterns, and striking typography that exude a sense of empowerment and liberation.","Height 162.5cm, Width 162.5cm",Conceptual art,"https://anasaea.com/viewArtPiece/b4PYw3BBqaTmvcRSy
",downloaded_images/b4PYw3BBqaTmvcRSy_pic1024.jpeg
Robotic Samurai stands vigilant. 2249,Carlos Grijalva Jr,$200,Cybernetic Megalopolis.,"Height 182.88cm, Width 182.88cm",,"https://anasaea.com/viewArtPiece/ZWe6xh6HMakhhDJtW
",downloaded_images/ZWe6xh6HMakhhDJtW_pic1024.jpeg
Prompt,Andrew Foster,E AVAILABLE ON REQUEST,Prompt by Andrew Foster,,Contemporary art,"https://anasaea.com/viewArtPiece/7myWtsyhAb5AbneyY
",downloaded_images/7myWtsyhAb5AbneyY_pic1024.jpeg
Glorious Being,Shari Blackwell,$100,"Digital Art, Native American Indian, Glorious Being",,Modern art,"https://anasaea.com/viewArtPiece/tayJPebrztweDX6qk
",downloaded_images/tayJPebrztweDX6qk_pic1024.jpeg
Desi chic,Omelettedrawz,$85,"This painting features a Bengali female character, dressed for Falgun (A bengali holiday). Fierce and elegant, she constantly fights for independence in a country where women are looked down upon. ","Height 42cm, Width 33cm",Modern art,"https://anasaea.com/viewArtPiece/amd5fRLZqCWhncyLg
",downloaded_images/amd5fRLZqCWhncyLg_pic1024.jpeg
Mr. Romantic,Shari Blackwell,$60,"digital art, will remove watermark upon purchase, Mr. Romantic",,Modern art,"https://anasaea.com/viewArtPiece/owdXvGG5NaTXLoKiZ
",downloaded_images/owdXvGG5NaTXLoKiZ_pic1024.jpeg
LISBOA51,Gabriel Quaresma,E AVAILABLE ON REQUEST,"As minhas pinceladas digitais 
3D 
LISBOA SEC XVI 
Paço del Rei",,,"https://anasaea.com/viewArtPiece/9Pnm6fyS2PZNsJTET
",downloaded_images/9Pnm6fyS2PZNsJTET_pic1024.jpeg
"Unconventional Portraits, M3",Gianfranco Fagotto,$350,"New possibilities arise when hand-drawn illustrations are combined with AI and other digital tools. This can be seen in a series of portraits that draw inspiration from art, fashion, technology, and geometry.

This portrait not only captures the subject's physical likeness but also conveys their unique essence and individuality.","Height 100cm, Width 70cm",Photorealism,"https://anasaea.com/viewArtPiece/Lxr2t5wKh2xKaG6Zn
",downloaded_images/Lxr2t5wKh2xKaG6Zn_pic1024.jpeg
Luxury Redefined 001,SHARON CHEUNG,,Luxury Redefined 001 - light blue quartz ring in the air,"Height 200cm, Width 200cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/z2zvz9TATpS8eadtD
",downloaded_images/z2zvz9TATpS8eadtD_pic1024.jpeg
PortrAIt No.4 (2021),Ana Mangot,E AVAILABLE ON REQUEST,PortrAIt No.4 (2021) by Ana Mangot,,Pop art,"https://anasaea.com/viewArtPiece/MZDgmSjsnpetKN4zW
",downloaded_images/MZDgmSjsnpetKN4zW_pic1024.jpeg
Ruling God 1.744242,Matt Almeida,,"REPORT FILE 592 | 2024.02.24

The following strange statement was uttered by patient YONA several weeks after operation GESTALT had been successfully performed on the subject: 

„...i have seen it, but i can no longer resist… these ruling gods, composed altogether of rotten mass and putrid blood, they have buried their secrets in this realm, and they have spread to the many hearts of men… they plunge from mind to mind, but they do not live, they only devour and then combine, laying in dreams … silently ruling the foolish dreamer, complicating their vision and eating away their soul with comfortable knowledge. Soon, may we revel in never-ending joy...“

It is currently unknown what the patient was referring to. ",,,"https://anasaea.com/viewArtPiece/RW9kFKbwN6znvtpuF
",downloaded_images/RW9kFKbwN6znvtpuF_pic1024.jpeg
Paper bag,Martin Smith,$300,"O.k its not about the bag really it's more the valued contents inside.
 So when asked, like I know you too will have the knowledge.
I was surprised as hell when I saw inside.

The trouble is to some people it will always be nothing as those with the imagination for creating, surely you before we even journey. fully understand the importance of content.
It's all about the inside baby.


Now I'm gonna ask you once more u want the bag or u dont want the bag. ","Height 100cm, Width 80cm",,"https://anasaea.com/viewArtPiece/aS4c3gK6v7x5TDQvB
",downloaded_images/aS4c3gK6v7x5TDQvB_pic1024.jpeg
RIVERBANK,Leia Leiba,,"RIVERBANK is a Soulstration (soulful illustration) born from meditation and poetry and then created using intuition and digital tech. ~ Printed on Premium Archival Smooth Matte Fine Art Paper ~ Inspired by the following poem that shares its title. Seek and discover the words and phrases within the poem that brought the art to life. ~ Here I am
Page blank
Fear expanse?
Not me
I want to swim
Float upon it
Watch the clouds
Move aside
Revealing
Truth

First splash
Unsteady
Second, playful
Third, bold
Brave
Stroke by stroke

Rhythm in words
River quenching
Land, now rich 
With life in hand
Ink
An extension
By extension
Of hopes
Dreams
Fluid, flowing 
There!
Reached the shore
I etch my name
In sand

Leaning 
In wonder
I rest my pen
Strange
Satisfaction
Washing over me

Ripples to be read 
To take to bed
Soon, the tide rolls in 
Tomorrow, once again. ~  From the book “The Treasured Chest: poems and illustrations for coloring and contemplation"" by Leia Chamish. ♡ Visit Leia online at LLsage.com and on IG: @llsage.art","Height 76.2cm, Width 76.2cm",Symbolism,"https://anasaea.com/viewArtPiece/aNDrN8K6txSTYgMi9
",downloaded_images/aNDrN8K6txSTYgMi9_pic1024.jpeg
Angel Strawberry Girl,Raquel Correia,$5,Angel Strawberry Girl by Raquel Correia,"Height 640cm, Width 640cm",Minimalism,"https://anasaea.com/viewArtPiece/JwGtigyqAGFpWj8s9
",downloaded_images/JwGtigyqAGFpWj8s9_pic1024.jpeg
MINDS ILLUMINATED,Duncoin Scott,$155,"Enlil, a prominent deity in ancient Mesopotamian mythology, stood as a formidable figure embodying the forces of wind, air, and storms. Revered as a god of great power and authority, Enlil was often depicted as a bearded figure bearing a staff, symbolizing his dominion over natural elements. As the chief god of the Sumerian pantheon, Enlil commanded both respect and awe, with his influence extending over matters of creation, fertility, and justice. In the complex tapestry of Mesopotamian belief, Enlil's character evoked a sense of divine might that shaped the beliefs and rituals of ancient civilizations.",,,"https://anasaea.com/viewArtPiece/jKxgPTNR475SS5AjJ
",downloaded_images/jKxgPTNR475SS5AjJ_pic1024.jpeg
Expansion,L.A. Moor,$99873,"“I am limitless expansion.” 

“Expansion” represents the growth and broadening of perspective that occur as you journey towards your dreams. This painting is a testament to the expansive nature of manifestation. Just as a forest expands across the landscape, your consciousness expands as you manifest your desires. It invites you to embrace a mindset of limitless possibilities and to continuously expand your vision, beliefs, and reality.

9 prints of this size, each comes with a numbered Certificate of Authenticity.

Mount border size:  top 0.9 inches; bottom 0.9 inches; 0.6 inches left; 0.6 inches right.

Each print comes with a choice of frame: Oak, Black, and White 

You may order directly from www.lamoorart.com","Height 70cm, Width 100cm",Post-Impressionism,"https://anasaea.com/viewArtPiece/FwmumnMmxQKy924tu
",downloaded_images/FwmumnMmxQKy924tu_pic1024.jpeg
@rt Bodies. Togetherness,Ana Mangot,E AVAILABLE ON REQUEST,@rt Bodies. Togetherness by Ana Mangot,,Contemporary art,"https://anasaea.com/viewArtPiece/fRRcjcgwpca8ZEcgN
",downloaded_images/fRRcjcgwpca8ZEcgN_pic1024.jpeg
image3A27484 mirror optimized,António Saraiva,$250,myconos,,Expressionism,"https://anasaea.com/viewArtPiece/3KG8H4wqSicopB9ky
",downloaded_images/3KG8H4wqSicopB9ky_pic1024.jpeg
avatarmylife 0018,riccardo burgio,$500,avatarmylife 0018 by riccardo burgio,"Height 60cm, Width 60cm",Surrealism,"https://anasaea.com/viewArtPiece/2C2HtignmY6u5FxQm
",downloaded_images/2C2HtignmY6u5FxQm_pic1024.jpeg
Female robot as “Terminatrix” and her super car,Mika Kersten,$65,Female robot as “Terminatrix” looking with her super car for her missionary goal.,"Height 9.14cm, Width 11.43cm",Contemporary art,"https://anasaea.com/viewArtPiece/52KyXZn45ZEMg5yPq
",downloaded_images/52KyXZn45ZEMg5yPq_pic1024.jpeg
Untitled Artwork 19,Diego Mendoza-Ramos,,Untitled Artwork 19 by Diego  Mendoza-Ramos,,Contemporary art,"https://anasaea.com/viewArtPiece/N8qgNDvEwnrfqkc25
",downloaded_images/N8qgNDvEwnrfqkc25_pic1024.jpeg
the eye of the tiger,Leeloo_mp / Masha B.,$245,"a strong combination;- my be a little spooky....
(title by Surviver)","Height 30cm, Width 45cm",Surrealism,"https://anasaea.com/viewArtPiece/xBJ9jefbBMR8unPfw
",downloaded_images/xBJ9jefbBMR8unPfw_pic1024.jpeg
A lemur,Antonella Torquati,$650,"A lemur thinks: WTF?!? // This painting is on sale as art-NFT (on demand ) and/or printable on alu-PVC panel (limited edition, 1/3); the physical artwork will be shipped from Italy; the  indicated price refers to the printable painting (40x40) and may vary depending on the size of the print (e.g. 30x30 or 50x50).","Height 40cm, Width 40cm",Contemporary art,"https://anasaea.com/viewArtPiece/726e8ijPFAkdce8qA
",downloaded_images/726e8ijPFAkdce8qA_pic1024.jpeg
Who we are ?,Munira Merve Celik,$400,"The Artwork is part of the series "" Who Am I ? "" , in which Munira Merve Celik tries to find away, guided by her subconscious, to answers at the fundamental questions that everyone ask themselves.

In this artwork humanoid forms appear, figures between the mannequin and the fetus, with an esoteric reference to an internal, dreamlike or alien dimension.  ",,Contemporary art,"https://anasaea.com/viewArtPiece/FSsZyhv5iwfqJyS9q
",downloaded_images/FSsZyhv5iwfqJyS9q_pic1024.jpeg
Twowindmills02,Arthiepcs Original,$849,"Mixed Media, Digital Limited Edition (Availability Upon Request) 
Available directly online
Please kindly enquire for availability, thank you. 

Nothing of humankind captures the past as do art and language.

Natural landscapes inspired by the past; further subject variation it’s not only the beauty of landscape but 
the focus on this particular forgotten subject, the emphasis on the landscape and its evolution throughout history, 
a continuity between the Art of the past and the actual innovation. 
The process by which varied sources of inspiration translate into a form explored in detail,
Switch between mediums and previously experimented with a variety of tools and trends, now the focus is on Digital Artworks with images that looks beyond time with nowadays strong connections.","Height 0.1cm, Width 0.1cm",Expressionism,"https://anasaea.com/viewArtPiece/qTQCPjoN9CyBGanNG
",downloaded_images/qTQCPjoN9CyBGanNG_pic1024.jpeg
Luminary,Yasin Rehmani,$70,Luminary  by Yasin Rehmani,"Height 36cm, Width 18cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/oNLP9TAuGdv4QNDLW
",downloaded_images/oNLP9TAuGdv4QNDLW_pic1024.jpeg
AI Generated: Colorful Jazz Musician in Intricate Patterns,Kenn Williams,$50,"Step into the mesmerizing world of ""Harmonious Psychedelic Groove,"" where the vibrant and dynamic spirit of jazz music comes to life in a burst of color and intricate patterns. This captivating artwork captures the essence of musical expression as it intertwines with the kaleidoscopic realm of psychedelia, resulting in a visual masterpiece that celebrates both sound and sight.

Immerse yourself in the unique blend of art forms as the jazz musician's passion and energy manifest through every brushstroke and swirl of color. The intricate patterns create a hypnotic dance, echoing the improvisational nature of jazz itself. The fusion of abstract design and musical performance invites you to explore the intersection of creativity and rhythm.","Height 325.12cm, Width 325.12cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/EDfHvwFxS95zyvG8E
",downloaded_images/EDfHvwFxS95zyvG8E_pic1024.jpeg
Wonder21,Claudio Di Nardo,E AVAILABLE ON REQUEST,Wonder21 by Claudio Di Nardo,"Height 19cm, Width 33cm",Hyperrealism,"https://anasaea.com/viewArtPiece/zMk7TxMkLcT3YKqBZ
",downloaded_images/zMk7TxMkLcT3YKqBZ_pic1024.jpeg
screenshotgreatingcards - 14:14 9-10-45 [cross],illussion Eddie Puce-Paeglitis,$25000,Ask for details,,Primitivism,"https://anasaea.com/viewArtPiece/JDjJ6GBK4wttj5Kf2
",downloaded_images/JDjJ6GBK4wttj5Kf2_pic1024.jpeg
Muses,Dato Captures,,"Whether it's through a brushstroke on canvas, a melody on a piano, or a dance movement on stage, art has the power to harness our deepest emotions and translate them into something tangible and relatable.","Height 31.75cm, Width 44.45cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/mMThTmcRtdo4akosK
",downloaded_images/mMThTmcRtdo4akosK_pic1024.jpeg
Half Nude in Blue Mist,Maryam Hassan,$499,"This Half Nude in Blue Mist painting is being sold as an original art print signed by the artist.

Size is 60cmx120cm.

This painting was created using mixed media, acrylic paints, oil paints and then digitally edited. This painting was created using Mixed Media method mainly digital. Size is 60cmx90cm. This digital artwork is being sold as a digital art print. 

A perfect addition to your dining room, bedroom or living room.","Height 60cm, Width 120cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/ukPpR5KvnWYoBG8GJ
",downloaded_images/ukPpR5KvnWYoBG8GJ_pic1024.jpeg
